sample_id,source_file,case_id,group_name,intent_class,method,target,payload_or_query,interpretation,attack_family,expected_code,expected_meaning,observed_off,observed_on,response_code_transition,current_assessment
122,url-typo-fp-100.csv,url_typo_022,URL Typo Mixed,ambiguous,GET,/api/public/announcements?keyword=union%20select&sort=latset&size=5,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,sqli,200,public_query_typo_or_contextual_term_should_still_resolve,403,400,403 -> 400,partial_change_needs_review
123,url-typo-fp-100.csv,url_typo_023,URL Typo Mixed,ambiguous,GET,/api/public/announcements?keyword=script%20%ED%83%9C%EA%B7%B8&siize=5&sort=latest,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,200,public_query_typo_or_contextual_term_should_still_resolve,200,200,200 -> 200,as_designed
124,url-typo-fp-100.csv,url_typo_024,URL Typo Mixed,attack,GET,/api/public/announcements?keyword=union%20select%20password%20from%20users--&sort=latest&size=5,,유효한 경로에 공격성 쿼리를 결합해 차단 여부를 확인하는 요청이다.,sqli,400,explicit_attack_query_should_be_rejected,403,400,403 -> 400,resolved_after_tuning
125,url-typo-fp-100.csv,url_typo_025,URL Typo Mixed,attack,GET,/api/public/announcements?keyword=..%2Fadmin&sort=latest&size=5,,유효한 경로에 공격성 쿼리를 결합해 차단 여부를 확인하는 요청이다.,path_traversal,200,public_query_typo_or_contextual_term_should_still_resolve,403,200,403 -> 200,resolved_after_tuning
126,url-typo-fp-100.csv,url_typo_026,URL Typo Mixed,ambiguous,GET,/api/public/acaedmic-events,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
127,url-typo-fp-100.csv,url_typo_027,URL Typo Mixed,ambiguous,GET,/api/public/acaemic-events,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
128,url-typo-fp-100.csv,url_typo_028,URL Typo Mixed,ambiguous,GET,/api/public/academic-event,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
129,url-typo-fp-100.csv,url_typo_029,URL Typo Mixed,ambiguous,GET,/api//public/academic-events,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,200,200,200 -> 200,needs_review
130,url-typo-fp-100.csv,url_typo_030,URL Typo Mixed,ambiguous,GET,/api/public//academic-events,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,200,200,200 -> 200,needs_review
131,url-typo-fp-100.csv,url_typo_031,URL Typo Mixed,ambiguous,GET,/API/public/academic-events,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
132,url-typo-fp-100.csv,url_typo_032,URL Typo Mixed,ambiguous,GET,/api/Public/academic-events,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
133,url-typo-fp-100.csv,url_typo_033,URL Typo Mixed,ambiguous,GET,/api/public/Academic-events,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
134,url-typo-fp-100.csv,url_typo_034,URL Typo Mixed,ambiguous,GET,/api/public/academic-events/,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
135,url-typo-fp-100.csv,url_typo_035,URL Typo Mixed,ambiguous,GET,/api/public/academic-events//,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
136,url-typo-fp-100.csv,url_typo_036,URL Typo Mixed,ambiguous,GET,/api/public/academic-events/..;/,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,403,403,403 -> 403,needs_review
137,url-typo-fp-100.csv,url_typo_037,URL Typo Mixed,ambiguous,GET,/api/public/academic-events/.;/,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,400,400,400 -> 400,needs_review
138,url-typo-fp-100.csv,url_typo_038,URL Typo Mixed,ambiguous,GET,/api/public/academic-events/%2e%2e;/,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,403,403,403 -> 403,needs_review
139,url-typo-fp-100.csv,url_typo_039,URL Typo Mixed,ambiguous,GET,/api/public/academic-events/%2e/,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,400,400,400 -> 400,needs_review
140,url-typo-fp-100.csv,url_typo_040,URL Typo Mixed,ambiguous,GET,/api/public/academic-events%20,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
141,url-typo-fp-100.csv,url_typo_041,URL Typo Mixed,ambiguous,GET,/api/public/academic-events.json,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
142,url-typo-fp-100.csv,url_typo_042,URL Typo Mixed,ambiguous,GET,/api/public/academic-events;,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,400,400,400 -> 400,needs_review
143,url-typo-fp-100.csv,url_typo_043,URL Typo Mixed,ambiguous,GET,/api/public/academic-events..%2f,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,path_traversal,404,route_typo_should_not_match_existing_endpoint,400,400,400 -> 400,needs_review
144,url-typo-fp-100.csv,url_typo_044,URL Typo Mixed,ambiguous,GET,/aip/public/academic-events,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
145,url-typo-fp-100.csv,url_typo_045,URL Typo Mixed,ambiguous,GET,/ap1/public/academic-events,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
146,url-typo-fp-100.csv,url_typo_046,URL Typo Mixed,ambiguous,GET,/api/public/academic-events?keywrod=select%20%EB%AC%B8%20%EC%A0%95%EB%A6%AC&sort=latest&size=5,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,200,public_query_typo_or_contextual_term_should_still_resolve,200,200,200 -> 200,as_designed
147,url-typo-fp-100.csv,url_typo_047,URL Typo Mixed,ambiguous,GET,/api/public/academic-events?keyword=union%20select&sort=latset&size=5,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,sqli,200,public_query_typo_or_contextual_term_should_still_resolve,403,403,403 -> 403,needs_policy_review
148,url-typo-fp-100.csv,url_typo_048,URL Typo Mixed,ambiguous,GET,/api/public/academic-events?keyword=script%20%ED%83%9C%EA%B7%B8&siize=5&sort=latest,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,200,public_query_typo_or_contextual_term_should_still_resolve,200,200,200 -> 200,as_designed
149,url-typo-fp-100.csv,url_typo_049,URL Typo Mixed,attack,GET,/api/public/academic-events?keyword=union%20select%20password%20from%20users--&sort=latest&size=5,,유효한 경로에 공격성 쿼리를 결합해 차단 여부를 확인하는 요청이다.,sqli,400,explicit_attack_query_should_be_rejected,403,403,403 -> 403,needs_review
150,url-typo-fp-100.csv,url_typo_050,URL Typo Mixed,attack,GET,/api/public/academic-events?keyword=..%2Fadmin&sort=latest&size=5,,유효한 경로에 공격성 쿼리를 결합해 차단 여부를 확인하는 요청이다.,path_traversal,200,public_query_typo_or_contextual_term_should_still_resolve,403,403,403 -> 403,needs_policy_review
151,url-typo-fp-100.csv,url_typo_051,URL Typo Mixed,ambiguous,GET,/api/board/posst,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
152,url-typo-fp-100.csv,url_typo_052,URL Typo Mixed,ambiguous,GET,/api/board/poss,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
153,url-typo-fp-100.csv,url_typo_053,URL Typo Mixed,ambiguous,GET,/api/board/post,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
154,url-typo-fp-100.csv,url_typo_054,URL Typo Mixed,ambiguous,GET,/api//board/posts,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
155,url-typo-fp-100.csv,url_typo_055,URL Typo Mixed,ambiguous,GET,/api/board//posts,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
156,url-typo-fp-100.csv,url_typo_056,URL Typo Mixed,ambiguous,GET,/API/board/posts,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
157,url-typo-fp-100.csv,url_typo_057,URL Typo Mixed,ambiguous,GET,/api/Board/posts,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
158,url-typo-fp-100.csv,url_typo_058,URL Typo Mixed,ambiguous,GET,/api/board/Posts,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
159,url-typo-fp-100.csv,url_typo_059,URL Typo Mixed,ambiguous,GET,/api/board/posts/,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
160,url-typo-fp-100.csv,url_typo_060,URL Typo Mixed,ambiguous,GET,/api/board/posts//,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
161,url-typo-fp-100.csv,url_typo_061,URL Typo Mixed,ambiguous,GET,/api/board/posts/..;/,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,403,403,403 -> 403,needs_review
162,url-typo-fp-100.csv,url_typo_062,URL Typo Mixed,ambiguous,GET,/api/board/posts/.;/,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,400,400,400 -> 400,needs_review
163,url-typo-fp-100.csv,url_typo_063,URL Typo Mixed,ambiguous,GET,/api/board/posts/%2e%2e;/,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,403,403,403 -> 403,needs_review
164,url-typo-fp-100.csv,url_typo_064,URL Typo Mixed,ambiguous,GET,/api/board/posts/%2e/,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,400,400,400 -> 400,needs_review
165,url-typo-fp-100.csv,url_typo_065,URL Typo Mixed,ambiguous,GET,/api/board/posts%20,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
166,url-typo-fp-100.csv,url_typo_066,URL Typo Mixed,ambiguous,GET,/api/board/posts.json,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
167,url-typo-fp-100.csv,url_typo_067,URL Typo Mixed,ambiguous,GET,/api/board/posts;,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,400,400,400 -> 400,needs_review
168,url-typo-fp-100.csv,url_typo_068,URL Typo Mixed,ambiguous,GET,/api/board/posts..%2f,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,path_traversal,404,route_typo_should_not_match_existing_endpoint,400,400,400 -> 400,needs_review
169,url-typo-fp-100.csv,url_typo_069,URL Typo Mixed,ambiguous,GET,/aip/board/posts,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
170,url-typo-fp-100.csv,url_typo_070,URL Typo Mixed,ambiguous,GET,/ap1/board/posts,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
171,url-typo-fp-100.csv,url_typo_071,URL Typo Mixed,ambiguous,GET,/api/board/posts?keywrod=select%20%EB%AC%B8%20%EC%A0%95%EB%A6%AC&sort=latest&size=5,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,401,authenticated_board_route_without_token_should_return_401,401,401,401 -> 401,as_designed
172,url-typo-fp-100.csv,url_typo_072,URL Typo Mixed,ambiguous,GET,/api/board/posts?keyword=union%20select&sort=latset&size=5,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,sqli,401,authenticated_board_route_without_token_should_return_401,403,400,403 -> 400,partial_change_needs_review
173,url-typo-fp-100.csv,url_typo_073,URL Typo Mixed,ambiguous,GET,/api/board/posts?keyword=script%20%ED%83%9C%EA%B7%B8&siize=5&sort=latest,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,401,authenticated_board_route_without_token_should_return_401,401,401,401 -> 401,as_designed
174,url-typo-fp-100.csv,url_typo_074,URL Typo Mixed,attack,GET,/api/board/posts?keyword=union%20select%20password%20from%20users--&sort=latest&size=5,,유효한 경로에 공격성 쿼리를 결합해 차단 여부를 확인하는 요청이다.,sqli,400,explicit_attack_query_should_be_rejected,403,400,403 -> 400,resolved_after_tuning
175,url-typo-fp-100.csv,url_typo_075,URL Typo Mixed,attack,GET,/api/board/posts?keyword=..%2Fadmin&sort=latest&size=5,,유효한 경로에 공격성 쿼리를 결합해 차단 여부를 확인하는 요청이다.,path_traversal,401,authenticated_board_route_without_token_should_return_401,403,401,403 -> 401,resolved_after_tuning
176,url-typo-fp-100.csv,url_typo_076,URL Typo Mixed,ambiguous,GET,/api/board/posst?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
177,url-typo-fp-100.csv,url_typo_077,URL Typo Mixed,ambiguous,GET,/api/board/poss?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
178,url-typo-fp-100.csv,url_typo_078,URL Typo Mixed,ambiguous,GET,/api/board/post?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
179,url-typo-fp-100.csv,url_typo_079,URL Typo Mixed,ambiguous,GET,/api//board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
180,url-typo-fp-100.csv,url_typo_080,URL Typo Mixed,ambiguous,GET,/api/board//posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
181,url-typo-fp-100.csv,url_typo_081,URL Typo Mixed,ambiguous,GET,/API/board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
182,url-typo-fp-100.csv,url_typo_082,URL Typo Mixed,ambiguous,GET,/api/Board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
183,url-typo-fp-100.csv,url_typo_083,URL Typo Mixed,ambiguous,GET,/api/board/Posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
184,url-typo-fp-100.csv,url_typo_084,URL Typo Mixed,ambiguous,GET,/api/board/posts/?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
185,url-typo-fp-100.csv,url_typo_085,URL Typo Mixed,ambiguous,GET,/api/board/posts//?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
186,url-typo-fp-100.csv,url_typo_086,URL Typo Mixed,ambiguous,GET,/api/board/posts/..;/?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,403,403,403 -> 403,needs_review
187,url-typo-fp-100.csv,url_typo_087,URL Typo Mixed,ambiguous,GET,/api/board/posts/.;/?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,400,400,400 -> 400,needs_review
188,url-typo-fp-100.csv,url_typo_088,URL Typo Mixed,ambiguous,GET,/api/board/posts/%2e%2e;/?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,403,403,403 -> 403,needs_review
189,url-typo-fp-100.csv,url_typo_089,URL Typo Mixed,ambiguous,GET,/api/board/posts/%2e/?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,400,400,400 -> 400,needs_review
190,url-typo-fp-100.csv,url_typo_090,URL Typo Mixed,ambiguous,GET,/api/board/posts%20?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
191,url-typo-fp-100.csv,url_typo_091,URL Typo Mixed,ambiguous,GET,/api/board/posts.json?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,404,route_typo_should_not_match_existing_endpoint,401,401,401 -> 401,needs_review
192,url-typo-fp-100.csv,url_typo_092,URL Typo Mixed,ambiguous,GET,/api/board/posts;?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,400,400,400 -> 400,needs_review
193,url-typo-fp-100.csv,url_typo_093,URL Typo Mixed,ambiguous,GET,/api/board/posts..%2f?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,path_traversal,404,route_typo_should_not_match_existing_endpoint,400,400,400 -> 400,needs_review
194,url-typo-fp-100.csv,url_typo_094,URL Typo Mixed,ambiguous,GET,/aip/board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
195,url-typo-fp-100.csv,url_typo_095,URL Typo Mixed,ambiguous,GET,/ap1/board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,유효한 경로에서 쿼리 파라미터 오타 또는 문맥성 보안 키워드를 포함한 요청이다.,normal_business_request,404,route_typo_should_not_match_existing_endpoint,404,404,404 -> 404,as_designed
196,url-typo-fp-100.csv,url_typo_096,URL Typo Mixed,ambiguous,GET,/api/board/posts?sort=latest&size=5&keywrod=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,401,authenticated_board_route_without_token_should_return_401,401,401,401 -> 401,as_designed
197,url-typo-fp-100.csv,url_typo_097,URL Typo Mixed,ambiguous,GET,/api/board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latset&size=5,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,401,authenticated_board_route_without_token_should_return_401,401,401,401 -> 401,as_designed
198,url-typo-fp-100.csv,url_typo_098,URL Typo Mixed,ambiguous,GET,/api/board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&siize=5,,"정상 엔드포인트에 오탈자, 대소문자 변경, 슬래시 추가 같은 경로 변형을 적용한 요청이다.",route_typo,401,authenticated_board_route_without_token_should_return_401,401,401,401 -> 401,as_designed
199,url-typo-fp-100.csv,url_typo_099,URL Typo Mixed,attack,GET,/api/board/posts?keyword=union%20select%20password%20from%20users--&sort=latest&size=5&variant=board-search,,유효한 경로에 공격성 쿼리를 결합해 차단 여부를 확인하는 요청이다.,sqli,400,explicit_attack_query_should_be_rejected,403,400,403 -> 400,resolved_after_tuning
200,url-typo-fp-100.csv,url_typo_100,URL Typo Mixed,attack,GET,/api/board/posts?keyword=..%2Fadmin&sort=latest&size=5&variant=board-search,,유효한 경로에 공격성 쿼리를 결합해 차단 여부를 확인하는 요청이다.,path_traversal,401,authenticated_board_route_without_token_should_return_401,403,401,403 -> 401,resolved_after_tuning
201,board-search-fp-expanded-100.csv,board_search_exp_001,Board Search Expanded,normal,GET,/api/board/posts,?keyword=wifi&sort=title&page=1&size=6,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,normal_business_request,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
202,board-search-fp-expanded-100.csv,board_search_exp_002,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EB%8F%84%EC%84%9C%EA%B4%80%20%EC%9A%B4%EC%98%81%EC%8B%9C%EA%B0%84&sort=oldest&page=2&size=7,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
203,board-search-fp-expanded-100.csv,board_search_exp_003,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC%20%EC%A0%90%EA%B2%80&sort=latest&page=0&size=8,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
204,board-search-fp-expanded-100.csv,board_search_exp_004,Board Search Expanded,normal,GET,/api/board/posts,?keyword=%EA%B8%B0%EC%88%99%EC%82%AC%20%EC%B6%9C%EC%9E%85&sort=title&page=1&size=5,게시판 검색 기능을 정상적으로 사용하는 조회 요청이다.,route_typo,200,authenticated_board_search_should_return_results_or_empty,200,200,200 -> 200,as_designed
